Loan ID,Rating,EAD,Maturity,Sector,Country,Secured,PD,LGD
L02070,A,217920.69,1,Transport,Germany,Yes,0.002,0.45
L02071,BB,248804.6,9,Healthcare,UK,Yes,0.018,0.45
L02072,BBB,106986.79,1,Healthcare,Italy,Yes,0.005,0.45
L02073,A,295170.84,10,Energy,China,Yes,0.002,0.45
L02074,B,713795.36,10,Finance,Germany,Yes,0.05,0.45
L02075,B,572903.89,3,Finance,Italy,Yes,0.05,0.45
L02076,B,396029.26,1,Real Estate,Germany,Yes,0.05,0.45
L02077,A,437507.82,3,Manufacturing,USA,Yes,0.002,0.45
L02078,BBB,313500.81,2,Manufacturing,Brazil,Yes,0.005,0.45
L02079,CCC,490107.21,2,Real Estate,UK,Yes,0.2,0.45
L02080,BB,648838.51,9,Real Estate,USA,No,0.018,0.75
L02081,AAA,197216.35,8,Transport,UK,No,0.0003,0.75
L02082,AA,513920.49,1,Healthcare,China,Yes,0.0006,0.45
L02083,BBB,705186.39,4,Real Estate,Italy,No,0.005,0.75
L02084,B,359492.95,1,Healthcare,Germany,No,0.05,0.75
L02085,BBB,628034.45,1,Energy,France,Yes,0.005,0.45
L02086,BBB,1807268.64,4,Healthcare,France,No,0.005,0.75
L02087,AA,419923.82,2,Transport,UK,Yes,0.0006,0.45
L02088,BB,538559.64,3,Finance,Brazil,Yes,0.018,0.45
L02089,B,305887.13,9,Finance,Brazil,Yes,0.05,0.45
L02090,BBB,484380.28,2,Healthcare,UK,Yes,0.005,0.45
L02091,BB,556897.13,4,Finance,USA,No,0.018,0.75
L02092,CCC,487683.14,1,Finance,France,Yes,0.2,0.45
L02093,A,265707.76,2,Retail,USA,Yes,0.002,0.45
L02094,BBB,490500.16,5,Energy,Italy,Yes,0.005,0.45
L02095,A,919051.99,10,Transport,France,No,0.002,0.75
L02096,BB,553666.55,1,Transport,Italy,No,0.018,0.75
L02097,BBB,715683.7,7,Finance,Germany,No,0.005,0.75
L02098,BB,392972.15,4,Manufacturing,USA,Yes,0.018,0.45
L02099,BB,643675.58,6,Transport,UK,Yes,0.018,0.45
L02100,BBB,508710.27,8,Energy,France,Yes,0.005,0.45
L02101,B,275005.02,6,Real Estate,USA,Yes,0.05,0.45
L02102,BBB,518793.14,2,Energy,UK,Yes,0.005,0.45
L02103,A,269453.65,1,Finance,Germany,Yes,0.002,0.45
L02104,BB,322403.73,8,Finance,France,Yes,0.018,0.45
L02105,BB,486340.44,8,Retail,Italy,No,0.018,0.75
L02106,A,513303.28,9,Healthcare,Germany,No,0.002,0.75
L02107,B,244112.33,6,Transport,Brazil,Yes,0.05,0.45
L02108,B,749373.56,1,Healthcare,UK,Yes,0.05,0.45
L02109,A,588894.98,9,Healthcare,France,Yes,0.002,0.45
L02110,CCC,311027.24,3,Transport,France,No,0.2,0.75
L02111,AA,205090.7,6,Transport,China,No,0.0006,0.75
L02112,A,411493.17,10,Finance,China,No,0.002,0.75
L02113,A,353991.49,10,Transport,Germany,Yes,0.002,0.45
L02114,B,468162.26,9,Manufacturing,France,No,0.05,0.75
L02115,BB,368959.32,3,Manufacturing,UK,Yes,0.018,0.45
L02116,A,162149.1,5,Real Estate,Germany,No,0.002,0.75
L02117,BBB,364334.08,5,Transport,Italy,No,0.005,0.75
L02118,BB,379720.39,10,Retail,Germany,No,0.018,0.75
L02119,AA,607331.78,7,Real Estate,Germany,Yes,0.0006,0.45
L02120,B,312044.21,4,Finance,Italy,No,0.05,0.75
L02121,B,1024112.9,4,Transport,Brazil,Yes,0.05,0.45
L02122,BBB,170106.45,7,Manufacturing,China,Yes,0.005,0.45
L02123,CCC,852206.16,9,Retail,UK,Yes,0.2,0.45
L02124,BBB,395474.08,4,Real Estate,Brazil,Yes,0.005,0.45
L02125,CCC,679962.17,4,Retail,Brazil,Yes,0.2,0.45
L02126,BB,460422.92,6,Transport,Brazil,Yes,0.018,0.45
L02127,BB,782131.19,6,Energy,China,Yes,0.018,0.45
L02128,A,364513.56,7,Retail,USA,Yes,0.002,0.45
L02129,B,255426.45,1,Retail,China,Yes,0.05,0.45
L02130,BBB,900091.9,3,Finance,Brazil,Yes,0.005,0.45
L02131,A,418009.6,9,Manufacturing,USA,Yes,0.002,0.45
L02132,AAA,494241.35,6,Transport,Italy,Yes,0.0003,0.45
L02133,BBB,820259.44,6,Retail,China,Yes,0.005,0.45
L02134,BBB,264083.96,5,Transport,UK,No,0.005,0.75
L02135,BB,595850.72,3,Manufacturing,Brazil,Yes,0.018,0.45
L02136,B,329408.08,5,Finance,France,No,0.05,0.75
L02137,AA,414121.76,1,Transport,Italy,Yes,0.0006,0.45
L02138,BB,458694.4,3,Healthcare,USA,No,0.018,0.75
L02139,A,208958.11,4,Manufacturing,China,Yes,0.002,0.45
L02140,B,299713.25,5,Manufacturing,UK,Yes,0.05,0.45
L02141,B,869380.74,10,Real Estate,Germany,Yes,0.05,0.45
L02142,BBB,689068.24,9,Finance,UK,Yes,0.005,0.45
L02143,BB,428771.84,4,Finance,UK,No,0.018,0.75
L02144,A,499599.34,3,Healthcare,Brazil,Yes,0.002,0.45
L02145,BBB,381886.51,10,Transport,Brazil,Yes,0.005,0.45
L02146,B,871779.4,1,Energy,China,No,0.05,0.75
L02147,BBB,400241.63,10,Healthcare,China,Yes,0.005,0.45
L02148,BBB,496789.19,6,Real Estate,USA,Yes,0.005,0.45
L02149,BBB,784667.29,7,Finance,China,Yes,0.005,0.45
L02150,B,299932.96,10,Manufacturing,USA,Yes,0.05,0.45
L02151,A,964528.43,8,Finance,Brazil,No,0.002,0.75
L02152,A,205822.47,1,Healthcare,Brazil,No,0.002,0.75
L02153,BB,999310.75,4,Energy,France,No,0.018,0.75
L02154,B,367200.1,5,Retail,France,No,0.05,0.75
L02155,AA,391856.36,2,Retail,Italy,Yes,0.0006,0.45
L02156,A,171956.17,1,Finance,Brazil,Yes,0.002,0.45
L02157,AA,352428.36,8,Finance,Germany,Yes,0.0006,0.45
L02158,A,263049.3,6,Real Estate,France,No,0.002,0.75
L02159,BBB,326497.26,5,Finance,USA,No,0.005,0.75
L02160,BB,413058.5,9,Energy,UK,Yes,0.018,0.45
L02161,BB,714183.93,2,Finance,China,Yes,0.018,0.45
L02162,BB,490804.75,10,Transport,China,No,0.018,0.75
L02163,BBB,515987.76,8,Healthcare,Italy,Yes,0.005,0.45
L02164,B,255822.8,10,Energy,France,No,0.05,0.75
L02165,BBB,284822.93,9,Real Estate,UK,Yes,0.005,0.45
L02166,CCC,1087467.88,1,Transport,UK,Yes,0.2,0.45
L02167,BB,306324.26,7,Transport,France,Yes,0.018,0.45
L02168,AA,1012673.2,8,Healthcare,Germany,No,0.0006,0.75
L02169,BB,391785.35,3,Retail,Germany,Yes,0.018,0.45
L02170,A,442919.79,4,Energy,Italy,Yes,0.002,0.45
L02171,BB,755535.9,3,Healthcare,Germany,No,0.018,0.75
L02172,AA,835634.18,7,Transport,Italy,No,0.0006,0.75
L02173,A,418567.61,9,Real Estate,USA,No,0.002,0.75
L02174,B,364353.01,3,Healthcare,France,Yes,0.05,0.45
L02175,A,430214.75,6,Retail,UK,No,0.002,0.75
L02176,B,523859.48,8,Transport,Italy,Yes,0.05,0.45
L02177,A,690831.93,6,Healthcare,China,Yes,0.002,0.45
L02178,BB,443350.06,2,Energy,Germany,Yes,0.018,0.45
L02179,BB,602861.73,7,Retail,China,Yes,0.018,0.45
L02180,BBB,1003676.05,2,Energy,Italy,No,0.005,0.75
L02181,A,535338.64,2,Energy,Brazil,Yes,0.002,0.45
L02182,A,517014.62,2,Energy,Italy,Yes,0.002,0.45
L02183,AAA,207014.6,1,Healthcare,Germany,No,0.0003,0.75
L02184,A,118733.28,1,Retail,Brazil,No,0.002,0.75
L02185,BB,537233.37,7,Healthcare,Brazil,No,0.018,0.75
L02186,B,421927.12,5,Healthcare,Germany,Yes,0.05,0.45
L02187,B,342014.59,3,Healthcare,Brazil,No,0.05,0.75
L02188,BB,499700.95,1,Transport,France,Yes,0.018,0.45
L02189,BB,429251.44,10,Finance,UK,No,0.018,0.75
L02190,BB,777539.81,6,Manufacturing,China,Yes,0.018,0.45
L02191,A,461877.71,1,Transport,France,No,0.002,0.75
L02192,B,304534.1,9,Retail,France,Yes,0.05,0.45
L02193,BB,725838.72,2,Manufacturing,Germany,Yes,0.018,0.45
L02194,BBB,396897.95,1,Manufacturing,Germany,Yes,0.005,0.45
L02195,AA,575657.61,7,Manufacturing,China,Yes,0.0006,0.45
L02196,BBB,348465.55,6,Finance,UK,Yes,0.005,0.45
L02197,BBB,319683.45,6,Healthcare,Italy,No,0.005,0.75
L02198,B,461429.3,5,Real Estate,France,Yes,0.05,0.45
L02199,BBB,445260.29,4,Retail,Brazil,No,0.005,0.75
L02200,BBB,562369.01,4,Finance,UK,Yes,0.005,0.45
L02201,CCC,386805.45,3,Finance,France,Yes,0.2,0.45
L02202,AA,176631.36,10,Real Estate,Italy,No,0.0006,0.75
L02203,BBB,356330.18,8,Manufacturing,Brazil,No,0.005,0.75
L02204,AAA,657966.46,7,Healthcare,France,Yes,0.0003,0.45
L02205,BB,381288.64,9,Real Estate,USA,Yes,0.018,0.45
L02206,B,391135.1,1,Real Estate,China,No,0.05,0.75
L02207,A,724464.65,7,Finance,UK,Yes,0.002,0.45
L02208,B,309902.62,10,Retail,China,Yes,0.05,0.45
L02209,A,204556.27,4,Energy,Germany,No,0.002,0.75
L02210,B,408270.18,7,Healthcare,France,Yes,0.05,0.45
L02211,BB,347289.16,1,Real Estate,Brazil,Yes,0.018,0.45
L02212,B,272904.4,5,Healthcare,Brazil,No,0.05,0.75
L02213,AAA,405270.8,3,Real Estate,UK,No,0.0003,0.75
L02214,CCC,565662.46,5,Manufacturing,UK,Yes,0.2,0.45
L02215,BB,440363.46,4,Healthcare,China,Yes,0.018,0.45
L02216,A,515808.34,2,Manufacturing,Brazil,Yes,0.002,0.45
L02217,B,1095480.73,4,Finance,Brazil,No,0.05,0.75
L02218,A,372711.73,3,Manufacturing,Brazil,No,0.002,0.75
L02219,B,508476.52,1,Healthcare,France,Yes,0.05,0.45
L02220,AA,342968.31,10,Transport,Brazil,Yes,0.0006,0.45
L02221,BB,289763.44,8,Healthcare,Germany,Yes,0.018,0.45
L02222,BBB,330230.5,5,Real Estate,Brazil,Yes,0.005,0.45
L02223,AA,348230.78,4,Manufacturing,Germany,No,0.0006,0.75
L02224,A,529526.19,10,Retail,France,Yes,0.002,0.45
L02225,AAA,1431935.94,5,Transport,UK,Yes,0.0003,0.45
L02226,BBB,309272.57,4,Finance,Germany,Yes,0.005,0.45
L02227,A,359218.94,3,Energy,France,Yes,0.002,0.45
L02228,BBB,428668.21,5,Real Estate,Brazil,Yes,0.005,0.45
L02229,A,539231.05,4,Real Estate,France,Yes,0.002,0.45
L02230,A,504728.23,1,Retail,Brazil,No,0.002,0.75
L02231,BB,840748.54,3,Energy,China,No,0.018,0.75
L02232,AAA,131505.5,10,Energy,France,No,0.0003,0.75
L02233,B,134126.02,10,Finance,UK,Yes,0.05,0.45
L02234,B,345262.72,8,Finance,Germany,No,0.05,0.75
L02235,BB,765779.92,7,Transport,China,No,0.018,0.75
L02236,BBB,202233.04,2,Real Estate,UK,Yes,0.005,0.45
L02237,B,98339.77,1,Manufacturing,USA,Yes,0.05,0.45
L02238,A,588651.56,3,Finance,Brazil,Yes,0.002,0.45
L02239,AA,499732.69,5,Retail,Germany,Yes,0.0006,0.45
L02240,A,256503.04,10,Retail,UK,No,0.002,0.75
L02241,BB,270284.45,1,Retail,Germany,Yes,0.018,0.45
L02242,AAA,272427.59,3,Healthcare,USA,Yes,0.0003,0.45
L02243,BBB,467552.84,3,Finance,Italy,Yes,0.005,0.45
L02244,CCC,323463.76,5,Finance,Brazil,Yes,0.2,0.45
L02245,B,566386.48,3,Retail,Brazil,Yes,0.05,0.45
L02246,BBB,106158.3,9,Finance,France,Yes,0.005,0.45
L02247,AA,288247.3,1,Healthcare,Brazil,Yes,0.0006,0.45
L02248,B,251946.75,4,Manufacturing,Brazil,No,0.05,0.75
L02249,BBB,389192.62,10,Manufacturing,UK,No,0.005,0.75
L02250,AA,338059.14,10,Transport,China,No,0.0006,0.75
L02251,AA,659292.05,4,Real Estate,Brazil,No,0.0006,0.75
L02252,B,174613.74,1,Manufacturing,Brazil,No,0.05,0.75
L02253,BB,452591.73,2,Transport,USA,No,0.018,0.75
L02254,B,584883.65,1,Energy,China,No,0.05,0.75
L02255,B,1119422.76,6,Real Estate,USA,No,0.05,0.75
L02256,BBB,347707.54,3,Manufacturing,Germany,Yes,0.005,0.45
L02257,BBB,520335.62,7,Healthcare,Germany,Yes,0.005,0.45
L02258,BBB,179524.79,5,Energy,Brazil,No,0.005,0.75
L02259,A,133789.36,9,Transport,Brazil,Yes,0.002,0.45
L02260,BBB,674945.47,7,Manufacturing,France,Yes,0.005,0.45
L02261,BB,441185.13,4,Manufacturing,Germany,Yes,0.018,0.45
L02262,BB,797515.34,5,Finance,UK,Yes,0.018,0.45
L02263,B,222637.14,5,Energy,Brazil,No,0.05,0.75
L02264,BBB,573751.16,5,Manufacturing,UK,Yes,0.005,0.45
L02265,BB,1126255.44,10,Retail,Brazil,Yes,0.018,0.45
L02266,BB,545715.36,9,Healthcare,UK,Yes,0.018,0.45
L02267,BBB,508027.45,10,Finance,Italy,No,0.005,0.75
L02268,BB,444310.11,3,Finance,UK,Yes,0.018,0.45
L02269,A,201704.55,6,Manufacturing,China,No,0.002,0.75
L02270,BBB,871339.07,8,Healthcare,Germany,No,0.005,0.75
L02271,AA,325973.44,9,Finance,Brazil,Yes,0.0006,0.45
L02272,BBB,569344.87,7,Real Estate,Germany,Yes,0.005,0.45
L02273,BBB,202497.51,3,Energy,China,Yes,0.005,0.45
L02274,BB,245308.08,1,Real Estate,China,No,0.018,0.75
L02275,CCC,906678.95,4,Transport,UK,No,0.2,0.75
L02276,BB,371888.31,6,Real Estate,USA,Yes,0.018,0.45
L02277,BB,914961.93,3,Healthcare,USA,Yes,0.018,0.45
L02278,BBB,425442.32,1,Retail,China,Yes,0.005,0.45
L02279,BB,176142.94,6,Finance,USA,No,0.018,0.75
L02280,AA,691095.85,1,Healthcare,Brazil,Yes,0.0006,0.45
L02281,A,329408.48,9,Finance,France,Yes,0.002,0.45
L02282,BBB,627403.03,1,Retail,Italy,Yes,0.005,0.45
L02283,BBB,448025.5,6,Finance,UK,No,0.005,0.75
L02284,AAA,204524.06,1,Real Estate,France,No,0.0003,0.75
L02285,AA,480290.97,7,Transport,USA,Yes,0.0006,0.45
L02286,A,1326575.77,3,Manufacturing,UK,No,0.002,0.75
L02287,CCC,566081.44,6,Retail,France,Yes,0.2,0.45
L02288,A,429871.29,7,Real Estate,Germany,No,0.002,0.75
L02289,BBB,757418.86,1,Healthcare,USA,Yes,0.005,0.45
L02290,A,491557.52,1,Real Estate,France,No,0.002,0.75
L02291,BB,491278.82,5,Real Estate,Brazil,Yes,0.018,0.45
L02292,A,256321.4,6,Manufacturing,Germany,Yes,0.002,0.45
L02293,A,497287.7,9,Energy,USA,No,0.002,0.75
L02294,BBB,742458.09,1,Finance,Italy,Yes,0.005,0.45
L02295,AAA,291259.22,4,Finance,China,Yes,0.0003,0.45
L02296,AAA,901890.06,10,Healthcare,USA,Yes,0.0003,0.45
L02297,A,422585.46,8,Transport,Brazil,Yes,0.002,0.45
L02298,AAA,283825.6,10,Healthcare,Italy,Yes,0.0003,0.45
L02299,AA,728553.28,9,Energy,Italy,Yes,0.0006,0.45
L02300,A,383311.36,3,Finance,Italy,No,0.002,0.75
L02301,B,646777.39,2,Transport,UK,No,0.05,0.75
L02302,BBB,382361.08,4,Healthcare,UK,Yes,0.005,0.45
L02303,BBB,429375.42,2,Transport,China,Yes,0.005,0.45
L02304,A,566243.85,1,Real Estate,Italy,No,0.002,0.75
L02305,B,511676.84,3,Retail,China,Yes,0.05,0.45
L02306,BBB,163118.81,7,Real Estate,Germany,Yes,0.005,0.45
L02307,AA,252553.44,1,Manufacturing,Italy,No,0.0006,0.75
L02308,BB,704120.65,2,Finance,France,No,0.018,0.75
L02309,AA,414128.55,1,Transport,Italy,Yes,0.0006,0.45
L02310,A,340487.72,8,Healthcare,UK,Yes,0.002,0.45
L02311,BBB,224294.0,5,Retail,UK,Yes,0.005,0.45
L02312,B,257849.62,8,Healthcare,France,No,0.05,0.75
L02313,BBB,160990.51,3,Finance,France,Yes,0.005,0.45
L02314,BB,420567.24,7,Transport,USA,No,0.018,0.75
L02315,CCC,328004.04,8,Transport,Germany,Yes,0.2,0.45
L02316,AA,272857.8,6,Real Estate,Germany,Yes,0.0006,0.45
L02317,A,427597.79,7,Retail,Germany,Yes,0.002,0.45
L02318,BBB,530717.59,2,Retail,Brazil,No,0.005,0.75
L02319,BBB,1259970.63,8,Finance,UK,Yes,0.005,0.45
L02320,BBB,207743.26,5,Transport,Germany,Yes,0.005,0.45
L02321,B,789922.82,7,Retail,USA,No,0.05,0.75
L02322,BB,719671.96,1,Retail,USA,No,0.018,0.75
L02323,BB,299674.94,5,Healthcare,Germany,Yes,0.018,0.45
L02324,A,489734.15,1,Finance,France,Yes,0.002,0.45
L02325,B,351928.52,8,Real Estate,USA,No,0.05,0.75
L02326,CCC,485456.17,4,Healthcare,China,No,0.2,0.75
L02327,B,940874.94,4,Healthcare,France,Yes,0.05,0.45
L02328,AAA,598871.97,2,Energy,China,No,0.0003,0.75
L02329,BB,570520.39,5,Manufacturing,UK,Yes,0.018,0.45
L02330,AA,356769.55,1,Energy,Brazil,No,0.0006,0.75
L02331,A,210653.88,9,Retail,USA,Yes,0.002,0.45
L02332,AA,398620.81,5,Transport,France,Yes,0.0006,0.45
L02333,BB,808797.68,6,Manufacturing,China,Yes,0.018,0.45
L02334,BB,206161.7,2,Manufacturing,Germany,No,0.018,0.75
L02335,AA,261046.89,10,Transport,China,No,0.0006,0.75
L02336,BBB,471245.22,10,Manufacturing,China,Yes,0.005,0.45
L02337,BBB,270404.05,1,Transport,UK,Yes,0.005,0.45
L02338,BBB,297669.26,4,Manufacturing,Italy,Yes,0.005,0.45
L02339,AA,357968.66,7,Healthcare,Italy,No,0.0006,0.75
L02340,BBB,223505.5,6,Finance,Germany,No,0.005,0.75
L02341,BB,271831.88,10,Finance,UK,No,0.018,0.75
L02342,AA,628891.46,1,Energy,UK,Yes,0.0006,0.45
L02343,AA,230110.55,1,Healthcare,UK,No,0.0006,0.75
L02344,BBB,199000.76,8,Manufacturing,UK,Yes,0.005,0.45
L02345,B,322864.34,4,Real Estate,Italy,Yes,0.05,0.45
L02346,BB,637926.12,5,Transport,France,Yes,0.018,0.45
L02347,BB,400928.78,7,Healthcare,UK,Yes,0.018,0.45
L02348,BBB,350708.07,8,Manufacturing,France,No,0.005,0.75
L02349,BBB,452335.48,10,Finance,China,No,0.005,0.75
L02350,AAA,184821.59,7,Finance,China,Yes,0.0003,0.45
L02351,BB,566568.25,2,Transport,UK,Yes,0.018,0.45
L02352,B,535907.86,4,Real Estate,USA,Yes,0.05,0.45
L02353,BB,360535.52,10,Manufacturing,Brazil,Yes,0.018,0.45
L02354,B,731580.29,1,Manufacturing,USA,Yes,0.05,0.45
L02355,BB,251765.14,10,Real Estate,China,Yes,0.018,0.45
L02356,AA,777589.86,9,Real Estate,Brazil,No,0.0006,0.75
L02357,B,477943.04,3,Real Estate,USA,No,0.05,0.75
L02358,AA,373892.54,3,Finance,UK,No,0.0006,0.75
L02359,BBB,438038.98,10,Transport,France,No,0.005,0.75
L02360,AA,419310.77,9,Healthcare,Brazil,No,0.0006,0.75
L02361,AAA,814346.68,10,Real Estate,Italy,Yes,0.0003,0.45
L02362,BBB,258244.07,3,Transport,Germany,No,0.005,0.75
L02363,A,302168.59,8,Energy,Brazil,Yes,0.002,0.45
L02364,BBB,742777.22,2,Manufacturing,Brazil,No,0.005,0.75
L02365,BBB,328480.43,3,Manufacturing,Italy,Yes,0.005,0.45
L02366,AAA,694027.27,2,Retail,UK,No,0.0003,0.75
L02367,AA,1034799.24,1,Energy,USA,Yes,0.0006,0.45
L02368,BBB,361892.5,2,Healthcare,USA,Yes,0.005,0.45
L02369,A,621991.16,8,Real Estate,China,Yes,0.002,0.45
L02370,BB,248489.0,9,Real Estate,France,Yes,0.018,0.45
L02371,BB,645232.92,2,Healthcare,UK,No,0.018,0.75
L02372,B,488801.62,7,Finance,Italy,Yes,0.05,0.45
L02373,BB,560463.36,5,Energy,UK,Yes,0.018,0.45
L02374,BBB,320364.27,3,Real Estate,UK,No,0.005,0.75
L02375,BB,192809.57,9,Retail,USA,No,0.018,0.75
L02376,A,568994.49,6,Transport,Italy,Yes,0.002,0.45
L02377,A,157676.13,1,Manufacturing,Germany,Yes,0.002,0.45
L02378,BB,377499.59,5,Energy,Brazil,Yes,0.018,0.45
L02379,BBB,708277.28,7,Manufacturing,USA,No,0.005,0.75
L02380,BB,486965.65,4,Transport,Italy,No,0.018,0.75
L02381,B,1171940.32,8,Energy,France,No,0.05,0.75
L02382,B,738631.61,10,Transport,Brazil,Yes,0.05,0.45
L02383,B,319033.31,5,Real Estate,Brazil,Yes,0.05,0.45
L02384,BBB,448496.74,9,Healthcare,USA,Yes,0.005,0.45
L02385,A,432057.8,9,Real Estate,China,No,0.002,0.75
L02386,BBB,200568.6,9,Healthcare,France,Yes,0.005,0.45
L02387,BBB,276454.23,1,Real Estate,USA,Yes,0.005,0.45
L02388,BB,334241.66,2,Transport,UK,Yes,0.018,0.45
L02389,BB,159833.79,3,Transport,China,Yes,0.018,0.45
L02390,BB,453045.0,4,Transport,Italy,No,0.018,0.75
L02391,BBB,390609.68,10,Manufacturing,France,Yes,0.005,0.45
L02392,A,191674.34,9,Transport,Brazil,Yes,0.002,0.45
L02393,BBB,541504.38,10,Real Estate,USA,Yes,0.005,0.45
L02394,AA,632816.88,6,Retail,Brazil,No,0.0006,0.75
L02395,B,495596.44,1,Transport,France,Yes,0.05,0.45
L02396,A,376233.75,9,Retail,Brazil,Yes,0.002,0.45
L02397,A,594645.72,6,Healthcare,USA,Yes,0.002,0.45
L02398,AAA,621636.12,4,Real Estate,China,Yes,0.0003,0.45
L02399,BB,515917.31,4,Transport,USA,No,0.018,0.75
L02400,BB,292931.44,3,Manufacturing,Germany,Yes,0.018,0.45
L02401,A,508032.34,7,Manufacturing,Brazil,No,0.002,0.75
L02402,AA,804310.22,3,Healthcare,Germany,Yes,0.0006,0.45
L02403,BBB,328300.78,2,Retail,China,No,0.005,0.75
L02404,A,1262961.19,10,Finance,Germany,No,0.002,0.75
L02405,BB,340164.48,8,Manufacturing,Brazil,Yes,0.018,0.45
L02406,BB,449640.43,4,Manufacturing,France,No,0.018,0.75
L02407,BBB,316082.08,8,Manufacturing,UK,Yes,0.005,0.45
L02408,A,494664.69,1,Real Estate,China,Yes,0.002,0.45
L02409,CCC,185144.0,5,Manufacturing,USA,Yes,0.2,0.45
L02410,BBB,336710.6,9,Energy,Italy,Yes,0.005,0.45
L02411,BB,256257.84,1,Transport,China,No,0.018,0.75
L02412,AA,473387.31,4,Healthcare,Germany,Yes,0.0006,0.45
L02413,BBB,727394.09,6,Manufacturing,France,No,0.005,0.75
L02414,AAA,611092.18,10,Finance,Brazil,Yes,0.0003,0.45
L02415,BBB,135154.02,8,Finance,France,Yes,0.005,0.45
L02416,CCC,1228168.79,3,Manufacturing,France,No,0.2,0.75
L02417,BBB,512799.38,5,Manufacturing,Brazil,No,0.005,0.75
L02418,AAA,300063.81,7,Energy,Italy,No,0.0003,0.75
L02419,AAA,478572.96,1,Manufacturing,Brazil,No,0.0003,0.75
L02420,BBB,483156.02,7,Manufacturing,Italy,No,0.005,0.75
L02421,A,316974.19,8,Transport,Brazil,Yes,0.002,0.45
L02422,AAA,488433.36,8,Finance,Germany,No,0.0003,0.75
L02423,BB,326525.67,9,Energy,Italy,Yes,0.018,0.45
L02424,BBB,361428.32,6,Finance,Germany,Yes,0.005,0.45
L02425,A,313909.63,6,Energy,China,Yes,0.002,0.45
L02426,B,216136.27,2,Finance,Italy,Yes,0.05,0.45
L02427,AA,475878.68,3,Manufacturing,Italy,Yes,0.0006,0.45
L02428,CCC,592822.15,4,Finance,Brazil,No,0.2,0.75
L02429,A,572313.27,4,Finance,Italy,No,0.002,0.75
L02430,B,666611.45,8,Energy,Germany,Yes,0.05,0.45
L02431,BB,520304.82,1,Healthcare,China,Yes,0.018,0.45
L02432,B,338959.95,10,Retail,Brazil,Yes,0.05,0.45
L02433,CCC,673223.02,4,Energy,USA,Yes,0.2,0.45
L02434,A,224412.52,4,Energy,China,No,0.002,0.75
L02435,CCC,282000.55,1,Energy,China,Yes,0.2,0.45
L02436,BBB,273183.76,3,Real Estate,Germany,Yes,0.005,0.45
L02437,BBB,759205.7,5,Healthcare,China,No,0.005,0.75
L02438,A,708846.48,6,Real Estate,USA,No,0.002,0.75
L02439,BBB,564475.7,9,Real Estate,France,No,0.005,0.75
L02440,A,756127.23,9,Energy,Brazil,No,0.002,0.75
L02441,BBB,285032.53,9,Retail,France,Yes,0.005,0.45
L02442,BBB,526653.21,1,Energy,Brazil,Yes,0.005,0.45
L02443,BB,415572.67,9,Manufacturing,China,No,0.018,0.75
L02444,B,675657.15,8,Retail,Brazil,No,0.05,0.75
L02445,BBB,417645.34,2,Real Estate,Germany,Yes,0.005,0.45
L02446,A,364954.71,1,Finance,USA,Yes,0.002,0.45
L02447,A,579809.14,1,Finance,Brazil,No,0.002,0.75
L02448,A,685623.95,6,Healthcare,USA,Yes,0.002,0.45
L02449,AA,316737.11,9,Transport,Brazil,Yes,0.0006,0.45
L02450,A,429107.25,7,Healthcare,USA,Yes,0.002,0.45
L02451,A,260609.84,5,Retail,France,Yes,0.002,0.45
L02452,CCC,126876.51,2,Real Estate,Germany,Yes,0.2,0.45
L02453,BBB,489054.79,1,Retail,Brazil,Yes,0.005,0.45
L02454,A,599860.66,2,Retail,UK,No,0.002,0.75
L02455,BBB,504353.86,1,Finance,USA,Yes,0.005,0.45
L02456,AA,166911.52,3,Energy,USA,Yes,0.0006,0.45
L02457,BBB,371229.33,6,Manufacturing,UK,Yes,0.005,0.45
L02458,BB,145921.8,8,Transport,Germany,No,0.018,0.75
L02459,BBB,877516.08,3,Real Estate,USA,Yes,0.005,0.45
L02460,BBB,257036.33,10,Retail,Germany,Yes,0.005,0.45
L02461,CCC,828773.19,9,Transport,USA,No,0.2,0.75
L02462,B,709939.35,10,Retail,China,Yes,0.05,0.45
L02463,BB,282011.98,5,Finance,Italy,Yes,0.018,0.45
L02464,BBB,251100.25,7,Manufacturing,China,Yes,0.005,0.45
L02465,BB,527120.84,8,Finance,USA,No,0.018,0.75
L02466,A,290058.52,3,Transport,Italy,No,0.002,0.75
L02467,BBB,465674.57,2,Real Estate,Brazil,No,0.005,0.75
L02468,AAA,347523.03,2,Retail,Germany,Yes,0.0003,0.45
L02469,BBB,181574.4,5,Manufacturing,USA,No,0.005,0.75
L02470,BBB,145040.17,1,Finance,France,Yes,0.005,0.45
L02471,A,495509.66,2,Transport,France,No,0.002,0.75
L02472,CCC,334108.52,9,Finance,UK,No,0.2,0.75
L02473,B,335526.12,7,Retail,France,Yes,0.05,0.45
L02474,BB,626517.46,6,Retail,Italy,No,0.018,0.75
L02475,BBB,795496.03,9,Real Estate,France,Yes,0.005,0.45
L02476,B,386052.11,7,Manufacturing,France,Yes,0.05,0.45
L02477,AA,373136.9,5,Energy,France,No,0.0006,0.75
L02478,BB,568110.67,9,Finance,USA,Yes,0.018,0.45
L02479,AA,224477.83,6,Retail,UK,Yes,0.0006,0.45
L02480,BB,494635.56,6,Transport,Germany,Yes,0.018,0.45
L02481,A,583000.3,4,Finance,UK,No,0.002,0.75
